2.247369782582000000e+12,1.111000000000000000e+03,5.730000000000000000e+02,7.400000000000000000e+01,5.900000000000000000e+01
2.247370213014000000e+12,1.113000000000000000e+03,5.720000000000000000e+02,7.100000000000000000e+01,5.700000000000000000e+01
2.247370552950000000e+12,1.111000000000000000e+03,5.780000000000000000e+02,6.800000000000000000e+01,5.500000000000000000e+01
2.247370842864000000e+12,1.117000000000000000e+03,5.820000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
2.247371128437000000e+12,1.116000000000000000e+03,5.740000000000000000e+02,6.600000000000000000e+01,5.300000000000000000e+01
2.247371460007000000e+12,1.113000000000000000e+03,5.740000000000000000e+02,6.800000000000000000e+01,5.500000000000000000e+01
2.247371754085000000e+12,1.113000000000000000e+03,5.700000000000000000e+02,7.000000000000000000e+01,5.600000000000000000e+01
2.247372076295000000e+12,1.113000000000000000e+03,5.740000000000000000e+02,7.000000000000000000e+01,5.600000000000000000e+01
2.247372345588000000e+12,1.113000000000000000e+03,5.800000000000000000e+02,7.000000000000000000e+01,5.600000000000000000e+01
2.247372644791000000e+12,1.114000000000000000e+03,5.820000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
2.247372914225000000e+12,1.116000000000000000e+03,5.820000000000000000e+02,6.800000000000000000e+01,5.500000000000000000e+01
2.247373219400000000e+12,1.113000000000000000e+03,5.790000000000000000e+02,7.000000000000000000e+01,5.600000000000000000e+01
2.247373521826000000e+12,1.113000000000000000e+03,5.730000000000000000e+02,7.100000000000000000e+01,5.700000000000000000e+01
2.247373801903000000e+12,1.116000000000000000e+03,5.740000000000000000e+02,6.800000000000000000e+01,5.500000000000000000e+01
2.247374097326000000e+12,1.118000000000000000e+03,5.730000000000000000e+02,6.800000000000000000e+01,5.500000000000000000e+01
2.247374380713000000e+12,1.121000000000000000e+03,5.690000000000000000e+02,7.000000000000000000e+01,5.600000000000000000e+01
2.247374677692000000e+12,1.123000000000000000e+03,5.650000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
2.247374954631000000e+12,1.120000000000000000e+03,5.600000000000000000e+02,6.800000000000000000e+01,5.500000000000000000e+01
2.247375241649000000e+12,1.118000000000000000e+03,5.610000000000000000e+02,7.000000000000000000e+01,5.600000000000000000e+01
2.247375529993000000e+12,1.113000000000000000e+03,5.620000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
2.247375842405000000e+12,1.121000000000000000e+03,5.600000000000000000e+02,6.600000000000000000e+01,5.300000000000000000e+01
2.247376123711000000e+12,1.118000000000000000e+03,5.660000000000000000e+02,6.600000000000000000e+01,5.300000000000000000e+01
2.247376392394000000e+12,1.120000000000000000e+03,5.690000000000000000e+02,6.600000000000000000e+01,5.300000000000000000e+01
2.247376725173000000e+12,1.117000000000000000e+03,5.700000000000000000e+02,6.600000000000000000e+01,5.300000000000000000e+01
2.247376991770000000e+12,1.123000000000000000e+03,5.690000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
2.247377307955000000e+12,1.120000000000000000e+03,5.690000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
2.247377581211000000e+12,1.120000000000000000e+03,5.650000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
2.247377860693000000e+12,1.122000000000000000e+03,5.650000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
2.247378200473000000e+12,1.122000000000000000e+03,5.680000000000000000e+02,6.600000000000000000e+01,5.300000000000000000e+01
2.247378477994000000e+12,1.122000000000000000e+03,5.640000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
2.247378767787000000e+12,1.125000000000000000e+03,5.580000000000000000e+02,6.700000000000000000e+01,5.400000000000000000e+01
