2.042406498704000000e+12,3.050000000000000000e+02,2.140000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042406872541000000e+12,3.070000000000000000e+02,2.100000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042407060637000000e+12,3.120000000000000000e+02,2.130000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042407212028000000e+12,3.140000000000000000e+02,2.120000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042407354219000000e+12,3.190000000000000000e+02,2.160000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042407517158000000e+12,3.280000000000000000e+02,2.190000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042407672681000000e+12,3.350000000000000000e+02,2.210000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042407864197000000e+12,3.400000000000000000e+02,2.190000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042408076552000000e+12,3.450000000000000000e+02,2.150000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042408232291000000e+12,3.420000000000000000e+02,2.150000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042408394345000000e+12,3.490000000000000000e+02,2.220000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042408556292000000e+12,3.470000000000000000e+02,2.190000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042408697326000000e+12,3.480000000000000000e+02,2.160000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042408846322000000e+12,3.480000000000000000e+02,2.190000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042409014926000000e+12,3.510000000000000000e+02,2.180000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042409191139000000e+12,3.520000000000000000e+02,2.160000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042409362092000000e+12,3.550000000000000000e+02,2.180000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042409538645000000e+12,3.550000000000000000e+02,2.220000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042409739374000000e+12,3.570000000000000000e+02,2.210000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042409925309000000e+12,3.600000000000000000e+02,2.200000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042410120698000000e+12,3.640000000000000000e+02,2.210000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042410315177000000e+12,3.690000000000000000e+02,2.230000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
2.042410531666000000e+12,3.730000000000000000e+02,2.230000000000000000e+02,6.000000000000000000e+01,6.700000000000000000e+01
